Season,Team1,Team2,Target,Seed1,Seed2,SeedDiff,PPG_T1,PAPG_T1,PPG_T2,PAPG_T2,PDiff_T1,PDiff_T2,PPG_Diff,PAPG_Diff,PPG_T1.1,FG_Percentage_T1,FG3_Percentage_T1,FT_Percentage_T1,Ast_Per_Game_T1,TO_Per_Game_T1,Stl_Per_Game_T1,Blk_Per_Game_T1,Reb_Per_Game_T1,PPG_T2.1,FG_Percentage_T2,FG3_Percentage_T2,FT_Percentage_T2,Ast_Per_Game_T2,TO_Per_Game_T2,Stl_Per_Game_T2,Blk_Per_Game_T2,Reb_Per_Game_T2,Last5_PPG_T1,Win_Perc_Last5_T1,Last5_PointDiff_T1,Last10_PPG_T1,Win_Perc_Last10_T1,Last10_PointDiff_T1,Last5_PPG_T2,Win_Perc_Last5_T2,Last5_PointDiff_T2,Last10_PPG_T2,Win_Perc_Last10_T2,Last10_PointDiff_T2,SOS_T1,SOS_T2,ConfTourneyStage_T1,ConfTourneyStage_T2
2015,1257,1414,1,4,13,-9,69.22,59.53,66.81,63.45,9.69,3.35,2.41,3.92,69.22,0.43,0.3,0.66,11.69,11.81,8.31,5.5,38.16,66.81,0.45,0.38,0.68,13.81,11.61,5.61,4.71,35.39,62.2,0.6,3.0,60.6,0.5,-6.0,66.2,0.8,14.0,65.0,0.7,35.0,100.3,170.29,2,4
2015,1414,1257,0,13,4,9,66.81,63.45,69.22,59.53,3.35,9.69,2.41,3.92,66.81,0.45,0.38,0.68,13.81,11.61,5.61,4.71,35.39,69.22,0.43,0.3,0.66,11.69,11.81,8.31,5.5,38.16,66.2,0.8,14.0,65.0,0.7,35.0,62.2,0.6,3.0,60.6,0.5,-6.0,170.29,100.3,4,2
2015,1268,1434,1,4,13,-9,69.48,63.24,68.4,59.73,6.24,8.67,1.08,3.51,69.48,0.44,0.37,0.76,10.91,12.03,4.85,4.21,35.06,68.4,0.45,0.38,0.69,12.37,12.13,5.63,4.37,36.77,64.6,0.8,25.0,65.0,0.8,24.0,57.0,0.8,22.0,64.0,0.9,52.0,105.12,195.4,3,4
2015,1434,1268,0,13,4,9,68.4,59.73,69.48,63.24,8.67,6.24,1.08,3.51,68.4,0.45,0.38,0.69,12.37,12.13,5.63,4.37,36.77,69.48,0.44,0.37,0.76,10.91,12.03,4.85,4.21,35.06,57.0,0.8,22.0,64.0,0.9,52.0,64.6,0.8,25.0,65.0,0.8,24.0,195.4,105.12,4,3
2015,1277,1208,1,7,10,-3,71.88,63.41,68.34,64.19,8.47,4.16,3.54,0.78,71.88,0.47,0.39,0.63,17.12,11.62,5.32,4.56,37.68,68.34,0.44,0.34,0.69,12.59,12.75,5.59,4.66,38.03,70.6,0.8,10.0,70.3,0.7,20.0,63.8,0.6,20.0,64.9,0.6,27.0,92.21,97.45,4,3
2015,1208,1277,0,10,7,3,68.34,64.19,71.88,63.41,4.16,8.47,3.54,0.78,68.34,0.44,0.34,0.69,12.59,12.75,5.59,4.66,38.03,71.88,0.47,0.39,0.63,17.12,11.62,5.32,4.56,37.68,63.8,0.6,20.0,64.9,0.6,27.0,70.6,0.8,10.0,70.3,0.7,20.0,97.45,92.21,3,4
2015,1320,1461,1,5,12,-7,65.36,54.3,61.44,56.94,11.06,4.5,3.93,2.63,65.36,0.48,0.4,0.73,11.94,10.48,5.94,2.48,30.82,61.44,0.46,0.32,0.71,14.03,11.19,5.53,2.88,29.78,66.2,0.8,45.0,66.5,0.9,127.0,61.6,0.8,29.0,60.6,0.6,9.0,162.8,167.42,4,4
2015,1461,1320,0,12,5,7,61.44,56.94,65.36,54.3,4.5,11.06,3.93,2.63,61.44,0.46,0.32,0.71,14.03,11.19,5.53,2.88,29.78,65.36,0.48,0.4,0.73,11.94,10.48,5.94,2.48,30.82,61.6,0.8,29.0,60.6,0.6,9.0,66.2,0.8,45.0,66.5,0.9,127.0,167.42,162.8,4,4
2015,1328,1107,1,3,14,-11,71.94,62.75,65.5,60.22,9.19,5.28,6.44,2.53,71.94,0.44,0.34,0.74,12.5,12.12,6.91,5.03,38.09,65.5,0.44,0.36,0.76,10.44,11.69,5.66,1.62,33.62,68.2,0.6,15.0,70.9,0.7,41.0,68.0,1.0,44.0,66.2,0.9,79.0,80.63,225.65,3,4
2015,1107,1328,0,14,3,11,65.5,60.22,71.94,62.75,5.28,9.19,6.44,2.53,65.5,0.44,0.36,0.76,10.44,11.69,5.66,1.62,33.62,71.94,0.44,0.34,0.74,12.5,12.12,6.91,5.03,38.09,68.0,1.0,44.0,66.2,0.9,79.0,68.2,0.6,15.0,70.9,0.7,41.0,225.65,80.63,4,3
2015,1332,1329,1,8,9,-1,75.0,70.97,66.53,62.9,4.03,3.63,8.47,8.07,75.0,0.46,0.37,0.77,13.94,11.67,5.64,4.24,35.64,66.53,0.43,0.35,0.73,11.3,12.0,7.77,5.0,31.6,70.0,0.8,-11.0,71.5,0.8,20.0,65.6,0.2,-23.0,65.4,0.4,-27.0,107.18,83.04,4,2
2015,1329,1332,0,9,8,1,66.53,62.9,75.0,70.97,3.63,4.03,8.47,8.07,66.53,0.43,0.35,0.73,11.3,12.0,7.77,5.0,31.6,75.0,0.46,0.37,0.77,13.94,11.67,5.64,4.24,35.64,65.6,0.2,-23.0,65.4,0.4,-27.0,70.0,0.8,-11.0,71.5,0.8,20.0,83.04,107.18,2,4
2015,1361,1385,1,8,9,-1,61.48,53.24,70.48,67.19,8.24,3.29,9.0,13.95,61.48,0.42,0.32,0.63,10.42,11.36,6.67,4.97,35.12,70.48,0.44,0.35,0.69,12.35,10.61,7.48,6.58,34.97,58.6,0.8,40.0,61.5,0.8,100.0,66.2,0.6,-26.0,72.1,0.7,-1.0,135.25,94.87,4,2
2015,1385,1361,0,9,8,1,70.48,67.19,61.48,53.24,3.29,8.24,9.0,13.95,70.48,0.44,0.35,0.69,12.35,10.61,7.48,6.58,34.97,61.48,0.42,0.32,0.63,10.42,11.36,6.67,4.97,35.12,66.2,0.6,-26.0,72.1,0.7,-1.0,58.6,0.8,40.0,61.5,0.8,100.0,94.87,135.25,2,4
2015,1438,1125,1,2,15,-13,65.34,50.75,73.77,70.16,14.59,3.61,8.43,19.41,65.34,0.46,0.36,0.72,12.91,9.5,5.59,4.28,36.19,73.77,0.47,0.38,0.69,15.19,13.74,6.35,1.97,33.29,62.0,0.6,32.0,60.4,0.8,95.0,82.8,1.0,67.0,74.8,0.7,57.0,96.58,208.81,3,4
2015,1125,1438,0,15,2,13,73.77,70.16,65.34,50.75,3.61,14.59,8.43,19.41,73.77,0.47,0.38,0.69,15.19,13.74,6.35,1.97,33.29,65.34,0.46,0.36,0.72,12.91,9.5,5.59,4.28,36.19,82.8,1.0,67.0,74.8,0.7,57.0,62.0,0.6,32.0,60.4,0.8,95.0,208.81,96.58,4,3
2015,1452,1138,1,5,12,-7,73.94,66.84,75.0,68.28,7.09,6.72,1.06,1.44,73.94,0.41,0.32,0.66,14.53,13.06,10.94,2.84,36.78,75.0,0.44,0.34,0.72,13.16,11.28,7.62,4.03,38.44,71.4,0.4,-13.0,69.6,0.5,-36.0,79.6,1.0,49.0,77.3,0.8,76.0,93.44,154.98,2,4
2015,1138,1452,0,12,5,7,75.0,68.28,73.94,66.84,6.72,7.09,1.06,1.44,75.0,0.44,0.34,0.72,13.16,11.28,7.62,4.03,38.44,73.94,0.41,0.32,0.66,14.53,13.06,10.94,2.84,36.78,79.6,1.0,49.0,77.3,0.8,76.0,71.4,0.4,-13.0,69.6,0.5,-36.0,154.98,93.44,4,2
2015,1455,1231,1,7,10,-3,68.58,55.77,77.48,71.42,12.81,6.06,8.9,15.65,68.58,0.44,0.36,0.69,13.65,9.35,7.06,3.77,34.87,77.48,0.47,0.4,0.71,14.03,11.48,5.06,3.18,35.97,63.4,0.8,51.0,68.3,0.9,142.0,68.0,0.2,-14.0,71.3,0.4,32.0,153.5,104.19,3,2
2015,1231,1455,0,10,7,3,77.48,71.42,68.58,55.77,6.06,12.81,8.9,15.65,77.48,0.47,0.4,0.71,14.03,11.48,5.06,3.18,35.97,68.58,0.44,0.36,0.69,13.65,9.35,7.06,3.77,34.87,68.0,0.2,-14.0,71.3,0.4,32.0,63.4,0.8,51.0,68.3,0.9,142.0,104.19,153.5,2,3
2015,1458,1157,1,1,16,-15,71.88,56.12,70.48,64.66,15.76,5.83,1.4,8.54,71.88,0.48,0.36,0.76,12.71,7.41,4.53,3.5,33.68,70.48,0.44,0.35,0.7,11.24,11.52,6.31,3.31,37.55,74.0,1.0,79.0,67.7,0.9,117.0,73.8,0.8,33.0,74.8,0.8,97.0,85.16,229.1,4,4
2015,1157,1458,0,16,1,15,70.48,64.66,71.88,56.12,5.83,15.76,1.4,8.54,70.48,0.44,0.35,0.7,11.24,11.52,6.31,3.31,37.55,71.88,0.48,0.36,0.76,12.71,7.41,4.53,3.5,33.68,73.8,0.8,33.0,74.8,0.8,97.0,74.0,1.0,79.0,67.7,0.9,117.0,229.1,85.16,4,4
2015,1112,1326,1,2,10,-8,76.44,58.62,75.82,62.39,17.82,13.42,0.62,3.78,76.44,0.49,0.36,0.7,14.21,11.21,7.18,3.59,37.24,75.82,0.49,0.37,0.68,15.42,11.3,7.79,5.09,35.85,82.6,1.0,117.0,78.8,1.0,218.0,67.2,0.6,-13.0,68.4,0.6,40.0,103.28,110.96,4,2
2015,1326,1112,0,10,2,8,75.82,62.39,76.44,58.62,13.42,17.82,0.62,3.78,75.82,0.49,0.37,0.68,15.42,11.3,7.79,5.09,35.85,76.44,0.49,0.36,0.7,14.21,11.21,7.18,3.59,37.24,67.2,0.6,-13.0,68.4,0.6,40.0,82.6,1.0,117.0,78.8,1.0,218.0,110.96,103.28,2,4
2015,1246,1153,1,1,8,-7,74.91,53.97,62.38,55.28,20.94,7.09,12.54,1.31,74.91,0.47,0.35,0.72,14.71,10.62,6.56,6.88,38.18,62.38,0.45,0.33,0.67,11.88,12.78,6.56,5.44,34.22,74.4,1.0,79.0,78.3,1.0,201.0,66.6,0.8,57.0,62.4,0.6,53.0,93.81,131.94,4,2
2015,1153,1246,0,8,1,7,62.38,55.28,74.91,53.97,7.09,20.94,12.54,1.31,62.38,0.45,0.33,0.67,11.88,12.78,6.56,5.44,34.22,74.91,0.47,0.35,0.72,14.71,10.62,6.56,6.88,38.18,66.6,0.8,57.0,62.4,0.6,53.0,74.4,1.0,79.0,78.3,1.0,201.0,131.94,93.81,2,4
2015,1301,1437,1,8,1,7,70.39,65.42,76.26,60.88,4.97,15.38,5.87,4.54,70.39,0.44,0.36,0.68,11.61,10.52,3.97,5.3,37.85,76.26,0.47,0.39,0.73,15.91,10.85,7.79,4.03,34.41,66.8,0.6,-10.0,66.6,0.6,19.0,79.4,1.0,95.0,79.9,1.0,175.0,88.42,93.74,2,4
2015,1437,1301,0,1,8,-7,76.26,60.88,70.39,65.42,15.38,4.97,5.87,4.54,76.26,0.47,0.39,0.73,15.91,10.85,7.79,4.03,34.41,70.39,0.44,0.36,0.68,11.61,10.52,3.97,5.3,37.85,79.4,1.0,95.0,79.9,1.0,175.0,66.8,0.6,-10.0,66.6,0.6,19.0,93.74,88.42,4,2
2015,1314,1116,1,4,5,-1,77.91,68.4,78.03,70.15,9.51,7.88,0.12,1.75,77.91,0.48,0.35,0.7,17.74,12.69,6.66,4.4,41.03,78.03,0.45,0.35,0.72,16.15,11.74,7.76,4.76,35.76,76.2,0.6,17.0,76.0,0.6,73.0,71.8,0.6,5.0,72.7,0.7,14.0,71.91,111.11,4,4
2015,1116,1314,0,5,4,1,78.03,70.15,77.91,68.4,7.88,9.51,0.12,1.75,78.03,0.45,0.35,0.72,16.15,11.74,7.76,4.76,35.76,77.91,0.48,0.35,0.7,17.74,12.69,6.66,4.4,41.03,71.8,0.6,5.0,72.7,0.7,14.0,76.2,0.6,17.0,76.0,0.6,73.0,111.11,71.91,4,4
2015,1323,1139,1,3,6,-3,78.82,65.65,69.56,61.19,13.18,8.38,9.26,4.46,78.82,0.51,0.39,0.74,15.12,9.38,6.88,3.56,32.76,69.56,0.44,0.36,0.68,11.5,11.38,6.38,2.94,36.72,77.2,1.0,51.0,74.1,0.8,48.0,64.6,0.6,27.0,67.0,0.6,42.0,120.18,95.43,4,2
2015,1139,1323,0,6,3,3,69.56,61.19,78.82,65.65,8.38,13.18,9.26,4.46,69.56,0.44,0.36,0.68,11.5,11.38,6.38,2.94,36.72,78.82,0.51,0.39,0.74,15.12,9.38,6.88,3.56,32.76,64.6,0.6,27.0,67.0,0.6,42.0,77.2,1.0,51.0,74.1,0.8,48.0,95.43,120.18,2,4
2015,1417,1412,1,11,14,-3,72.0,68.03,68.09,67.27,3.97,0.82,3.91,0.76,72.0,0.44,0.36,0.68,13.91,11.88,6.85,3.73,37.97,68.09,0.43,0.33,0.74,14.15,13.76,6.58,5.24,36.15,81.0,0.8,58.0,72.7,0.6,69.0,64.6,0.6,17.0,70.3,0.6,33.0,105.16,164.22,3,4
2015,1412,1417,0,14,11,3,68.09,67.27,72.0,68.03,0.82,3.97,3.91,0.76,68.09,0.43,0.33,0.74,14.15,13.76,6.58,5.24,36.15,72.0,0.44,0.36,0.68,13.91,11.88,6.85,3.73,37.97,64.6,0.6,17.0,70.3,0.6,33.0,81.0,0.8,58.0,72.7,0.6,69.0,164.22,105.16,4,3
2015,1428,1207,1,5,4,1,71.68,57.19,70.71,64.65,14.48,6.06,0.97,7.45,71.68,0.48,0.4,0.7,14.06,11.23,5.81,5.1,34.81,70.71,0.45,0.35,0.7,13.16,12.65,7.74,4.9,35.13,67.2,0.4,14.0,67.5,0.6,86.0,65.2,0.6,4.0,68.3,0.6,31.0,110.59,82.93,3,3
2015,1207,1428,0,4,5,-1,70.71,64.65,71.68,57.19,6.06,14.48,0.97,7.45,70.71,0.45,0.35,0.7,13.16,12.65,7.74,4.9,35.13,71.68,0.48,0.4,0.7,14.06,11.23,5.81,5.1,34.81,65.2,0.6,4.0,68.3,0.6,31.0,67.2,0.4,14.0,67.5,0.6,86.0,82.93,110.59,3,3
2015,1462,1209,1,6,14,-8,73.56,67.65,70.62,62.44,5.91,8.19,2.93,5.21,73.56,0.47,0.35,0.73,16.38,12.09,6.09,2.85,34.82,70.62,0.47,0.32,0.73,13.22,10.69,8.91,4.25,32.59,64.8,0.6,-20.0,64.7,0.6,10.0,65.2,1.0,42.0,69.3,0.9,128.0,83.38,201.16,4,4
2015,1209,1462,0,14,6,8,70.62,62.44,73.56,67.65,8.19,5.91,2.93,5.21,70.62,0.47,0.32,0.73,13.22,10.69,8.91,4.25,32.59,73.56,0.47,0.35,0.73,16.38,12.09,6.09,2.85,34.82,65.2,1.0,42.0,69.3,0.9,128.0,64.8,0.6,-20.0,64.7,0.6,10.0,201.16,83.38,4,4
2015,1181,1361,1,1,8,-7,80.61,65.58,61.48,53.24,15.03,8.24,19.12,12.33,80.61,0.5,0.39,0.69,15.52,11.24,7.18,3.76,37.33,61.48,0.42,0.32,0.63,10.42,11.36,6.67,4.97,35.12,78.4,0.8,83.0,80.6,0.9,123.0,58.6,0.8,40.0,61.5,0.8,100.0,91.57,135.25,3,4
2015,1361,1181,0,8,1,7,61.48,53.24,80.61,65.58,8.24,15.03,19.12,12.33,61.48,0.42,0.32,0.63,10.42,11.36,6.67,4.97,35.12,80.61,0.5,0.39,0.69,15.52,11.24,7.18,3.76,37.33,58.6,0.8,40.0,61.5,0.8,100.0,78.4,0.8,83.0,80.6,0.9,123.0,135.25,91.57,4,3
2015,1211,1234,1,2,7,-5,78.21,61.09,69.41,61.88,17.12,7.53,8.81,0.78,78.21,0.52,0.41,0.69,16.21,10.61,6.06,3.27,37.67,69.41,0.43,0.33,0.75,14.38,11.28,6.59,4.69,37.69,76.0,0.8,60.0,75.3,0.9,130.0,70.6,0.8,34.0,69.9,0.7,102.0,129.9,99.52,4,1
2015,1234,1211,0,7,2,5,69.41,61.88,78.21,61.09,7.53,17.12,8.81,0.78,69.41,0.43,0.33,0.75,14.38,11.28,6.59,4.69,37.69,78.21,0.52,0.41,0.69,16.21,10.61,6.06,3.27,37.67,70.6,0.8,34.0,69.9,0.7,102.0,76.0,0.8,60.0,75.3,0.9,130.0,99.52,129.9,1,4
2015,1257,1320,1,4,5,-1,69.22,59.53,65.36,54.3,9.69,11.06,3.86,5.23,69.22,0.43,0.3,0.66,11.69,11.81,8.31,5.5,38.16,65.36,0.48,0.4,0.73,11.94,10.48,5.94,2.48,30.82,62.2,0.6,3.0,60.6,0.5,-6.0,66.2,0.8,45.0,66.5,0.9,127.0,100.3,162.8,2,4
2015,1320,1257,0,5,4,1,65.36,54.3,69.22,59.53,11.06,9.69,3.86,5.23,65.36,0.48,0.4,0.73,11.94,10.48,5.94,2.48,30.82,69.22,0.43,0.3,0.66,11.69,11.81,8.31,5.5,38.16,66.2,0.8,45.0,66.5,0.9,127.0,62.2,0.6,3.0,60.6,0.5,-6.0,162.8,100.3,4,2
2015,1277,1438,1,7,2,5,71.88,63.41,65.34,50.75,8.47,14.59,6.54,12.66,71.88,0.47,0.39,0.63,17.12,11.62,5.32,4.56,37.68,65.34,0.46,0.36,0.72,12.91,9.5,5.59,4.28,36.19,70.6,0.8,10.0,70.3,0.7,20.0,62.0,0.6,32.0,60.4,0.8,95.0,92.21,96.58,4,3
2015,1438,1277,0,2,7,-5,65.34,50.75,71.88,63.41,14.59,8.47,6.54,12.66,65.34,0.46,0.36,0.72,12.91,9.5,5.59,4.28,36.19,71.88,0.47,0.39,0.63,17.12,11.62,5.32,4.56,37.68,62.0,0.6,32.0,60.4,0.8,95.0,70.6,0.8,10.0,70.3,0.7,20.0,96.58,92.21,3,4
2015,1328,1173,1,3,11,-8,71.94,62.75,68.21,60.91,9.19,7.3,3.73,1.84,71.94,0.44,0.34,0.74,12.5,12.12,6.91,5.03,38.09,68.21,0.46,0.35,0.68,13.82,11.48,6.97,2.55,31.55,68.2,0.6,15.0,70.9,0.7,41.0,64.8,0.6,16.0,67.5,0.7,41.0,80.63,135.66,3,4
2015,1173,1328,0,11,3,8,68.21,60.91,71.94,62.75,7.3,9.19,3.73,1.84,68.21,0.46,0.35,0.68,13.82,11.48,6.97,2.55,31.55,71.94,0.44,0.34,0.74,12.5,12.12,6.91,5.03,38.09,64.8,0.6,16.0,67.5,0.7,41.0,68.2,0.6,15.0,70.9,0.7,41.0,135.66,80.63,4,3
2015,1452,1268,1,5,4,1,73.94,66.84,69.48,63.24,7.09,6.24,4.45,3.6,73.94,0.41,0.32,0.66,14.53,13.06,10.94,2.84,36.78,69.48,0.44,0.37,0.76,10.91,12.03,4.85,4.21,35.06,71.4,0.4,-13.0,69.6,0.5,-36.0,64.6,0.8,25.0,65.0,0.8,24.0,93.44,105.12,2,3
2015,1268,1452,0,4,5,-1,69.48,63.24,73.94,66.84,6.24,7.09,4.45,3.6,69.48,0.44,0.37,0.76,10.91,12.03,4.85,4.21,35.06,73.94,0.41,0.32,0.66,14.53,13.06,10.94,2.84,36.78,64.6,0.8,25.0,65.0,0.8,24.0,71.4,0.4,-13.0,69.6,0.5,-36.0,105.12,93.44,3,2
2015,1455,1242,1,7,2,5,68.58,55.77,71.21,64.68,12.81,6.53,2.63,8.9,68.58,0.44,0.36,0.69,13.65,9.35,7.06,3.77,34.87,71.21,0.44,0.38,0.72,13.26,12.79,6.53,5.03,37.94,63.4,0.8,51.0,68.3,0.9,142.0,68.2,0.6,16.0,68.9,0.6,32.0,153.5,55.13,3,4
2015,1242,1455,0,2,7,-5,71.21,64.68,68.58,55.77,6.53,12.81,2.63,8.9,71.21,0.44,0.38,0.72,13.26,12.79,6.53,5.03,37.94,68.58,0.44,0.36,0.69,13.65,9.35,7.06,3.77,34.87,68.2,0.6,16.0,68.9,0.6,32.0,63.4,0.8,51.0,68.3,0.9,142.0,55.13,153.5,4,3
2015,1458,1332,1,1,8,-7,71.88,56.12,75.0,70.97,15.76,4.03,3.12,14.85,71.88,0.48,0.36,0.76,12.71,7.41,4.53,3.5,33.68,75.0,0.46,0.37,0.77,13.94,11.67,5.64,4.24,35.64,74.0,1.0,79.0,67.7,0.9,117.0,70.0,0.8,-11.0,71.5,0.8,20.0,85.16,107.18,4,4
2015,1332,1458,0,8,1,7,75.0,70.97,71.88,56.12,4.03,15.76,3.12,14.85,75.0,0.46,0.37,0.77,13.94,11.67,5.64,4.24,35.64,71.88,0.48,0.36,0.76,12.71,7.41,4.53,3.5,33.68,70.0,0.8,-11.0,71.5,0.8,20.0,74.0,1.0,79.0,67.7,0.9,117.0,107.18,85.16,4,4
2015,1112,1462,1,2,6,-4,76.44,58.62,73.56,67.65,17.82,5.91,2.88,9.03,76.44,0.49,0.36,0.7,14.21,11.21,7.18,3.59,37.24,73.56,0.47,0.35,0.73,16.38,12.09,6.09,2.85,34.82,82.6,1.0,117.0,78.8,1.0,218.0,64.8,0.6,-20.0,64.7,0.6,10.0,103.28,83.38,4,4
2015,1462,1112,0,6,2,4,73.56,67.65,76.44,58.62,5.91,17.82,2.88,9.03,73.56,0.47,0.35,0.73,16.38,12.09,6.09,2.85,34.82,76.44,0.49,0.36,0.7,14.21,11.21,7.18,3.59,37.24,64.8,0.6,-20.0,64.7,0.6,10.0,82.6,1.0,117.0,78.8,1.0,218.0,83.38,103.28,4,4
2015,1246,1452,1,1,5,-4,74.91,53.97,73.94,66.84,20.94,7.09,0.97,12.87,74.91,0.47,0.35,0.72,14.71,10.62,6.56,6.88,38.18,73.94,0.41,0.32,0.66,14.53,13.06,10.94,2.84,36.78,74.4,1.0,79.0,78.3,1.0,201.0,71.4,0.4,-13.0,69.6,0.5,-36.0,93.81,93.44,4,2
2015,1452,1246,0,5,1,4,73.94,66.84,74.91,53.97,7.09,20.94,0.97,12.87,73.94,0.41,0.32,0.66,14.53,13.06,10.94,2.84,36.78,74.91,0.47,0.35,0.72,14.71,10.62,6.56,6.88,38.18,71.4,0.4,-13.0,69.6,0.5,-36.0,74.4,1.0,79.0,78.3,1.0,201.0,93.44,93.81,2,4
2015,1323,1455,1,3,7,-4,78.82,65.65,68.58,55.77,13.18,12.81,10.24,9.87,78.82,0.51,0.39,0.74,15.12,9.38,6.88,3.56,32.76,68.58,0.44,0.36,0.69,13.65,9.35,7.06,3.77,34.87,77.2,1.0,51.0,74.1,0.8,48.0,63.4,0.8,51.0,68.3,0.9,142.0,120.18,153.5,4,3
2015,1455,1323,0,7,3,4,68.58,55.77,78.82,65.65,12.81,13.18,10.24,9.87,68.58,0.44,0.36,0.69,13.65,9.35,7.06,3.77,34.87,78.82,0.51,0.39,0.74,15.12,9.38,6.88,3.56,32.76,63.4,0.8,51.0,68.3,0.9,142.0,77.2,1.0,51.0,74.1,0.8,48.0,153.5,120.18,3,4
2015,1458,1314,1,1,4,-3,71.88,56.12,77.91,68.4,15.76,9.51,6.03,12.28,71.88,0.48,0.36,0.76,12.71,7.41,4.53,3.5,33.68,77.91,0.48,0.35,0.7,17.74,12.69,6.66,4.4,41.03,74.0,1.0,79.0,67.7,0.9,117.0,76.2,0.6,17.0,76.0,0.6,73.0,85.16,71.91,4,4
2015,1314,1458,0,4,1,3,77.91,68.4,71.88,56.12,9.51,15.76,6.03,12.28,77.91,0.48,0.35,0.7,17.74,12.69,6.66,4.4,41.03,71.88,0.48,0.36,0.76,12.71,7.41,4.53,3.5,33.68,76.2,0.6,17.0,76.0,0.6,73.0,74.0,1.0,79.0,67.7,0.9,117.0,71.91,85.16,4,4
2015,1181,1428,1,1,5,-4,80.61,65.58,71.68,57.19,15.03,14.48,8.93,8.38,80.61,0.5,0.39,0.69,15.52,11.24,7.18,3.76,37.33,71.68,0.48,0.4,0.7,14.06,11.23,5.81,5.1,34.81,78.4,0.8,83.0,80.6,0.9,123.0,67.2,0.4,14.0,67.5,0.6,86.0,91.57,110.59,3,3
2015,1428,1181,0,5,1,4,71.68,57.19,80.61,65.58,14.48,15.03,8.93,8.38,71.68,0.48,0.4,0.7,14.06,11.23,5.81,5.1,34.81,80.61,0.5,0.39,0.69,15.52,11.24,7.18,3.76,37.33,67.2,0.4,14.0,67.5,0.6,86.0,78.4,0.8,83.0,80.6,0.9,123.0,110.59,91.57,3,3
2015,1211,1417,1,2,11,-9,78.21,61.09,72.0,68.03,17.12,3.97,6.21,6.94,78.21,0.52,0.41,0.69,16.21,10.61,6.06,3.27,37.67,72.0,0.44,0.36,0.68,13.91,11.88,6.85,3.73,37.97,76.0,0.8,60.0,75.3,0.9,130.0,81.0,0.8,58.0,72.7,0.6,69.0,129.9,105.16,4,3
2015,1417,1211,0,11,2,9,72.0,68.03,78.21,61.09,3.97,17.12,6.21,6.94,72.0,0.44,0.36,0.68,13.91,11.88,6.85,3.73,37.97,78.21,0.52,0.41,0.69,16.21,10.61,6.06,3.27,37.67,81.0,0.8,58.0,72.7,0.6,69.0,76.0,0.8,60.0,75.3,0.9,130.0,105.16,129.9,3,4
2015,1257,1301,1,4,8,-4,69.22,59.53,70.39,65.42,9.69,4.97,1.18,5.89,69.22,0.43,0.3,0.66,11.69,11.81,8.31,5.5,38.16,70.39,0.44,0.36,0.68,11.61,10.52,3.97,5.3,37.85,62.2,0.6,3.0,60.6,0.5,-6.0,66.8,0.6,-10.0,66.6,0.6,19.0,100.3,88.42,2,2
2015,1301,1257,0,8,4,4,70.39,65.42,69.22,59.53,4.97,9.69,1.18,5.89,70.39,0.44,0.36,0.68,11.61,10.52,3.97,5.3,37.85,69.22,0.43,0.3,0.66,11.69,11.81,8.31,5.5,38.16,66.8,0.6,-10.0,66.6,0.6,19.0,62.2,0.6,3.0,60.6,0.5,-6.0,88.42,100.3,2,2
2015,1277,1328,1,7,3,4,71.88,63.41,71.94,62.75,8.47,9.19,0.06,0.66,71.88,0.47,0.39,0.63,17.12,11.62,5.32,4.56,37.68,71.94,0.44,0.34,0.74,12.5,12.12,6.91,5.03,38.09,70.6,0.8,10.0,70.3,0.7,20.0,68.2,0.6,15.0,70.9,0.7,41.0,92.21,80.63,4,3
2015,1328,1277,0,3,7,-4,71.94,62.75,71.88,63.41,9.19,8.47,0.06,0.66,71.94,0.44,0.34,0.74,12.5,12.12,6.91,5.03,38.09,71.88,0.47,0.39,0.63,17.12,11.62,5.32,4.56,37.68,68.2,0.6,15.0,70.9,0.7,41.0,70.6,0.8,10.0,70.3,0.7,20.0,80.63,92.21,3,4
2015,1246,1323,1,1,3,-2,74.91,53.97,78.82,65.65,20.94,13.18,3.91,11.68,74.91,0.47,0.35,0.72,14.71,10.62,6.56,6.88,38.18,78.82,0.51,0.39,0.74,15.12,9.38,6.88,3.56,32.76,74.4,1.0,79.0,78.3,1.0,201.0,77.2,1.0,51.0,74.1,0.8,48.0,93.81,120.18,4,4
2015,1323,1246,0,3,1,2,78.82,65.65,74.91,53.97,13.18,20.94,3.91,11.68,78.82,0.51,0.39,0.74,15.12,9.38,6.88,3.56,32.76,74.91,0.47,0.35,0.72,14.71,10.62,6.56,6.88,38.18,77.2,1.0,51.0,74.1,0.8,48.0,74.4,1.0,79.0,78.3,1.0,201.0,120.18,93.81,4,4
2015,1458,1112,1,1,2,-1,71.88,56.12,76.44,58.62,15.76,17.82,4.56,2.5,71.88,0.48,0.36,0.76,12.71,7.41,4.53,3.5,33.68,76.44,0.49,0.36,0.7,14.21,11.21,7.18,3.59,37.24,74.0,1.0,79.0,67.7,0.9,117.0,82.6,1.0,117.0,78.8,1.0,218.0,85.16,103.28,4,4
2015,1112,1458,0,2,1,1,76.44,58.62,71.88,56.12,17.82,15.76,4.56,2.5,76.44,0.49,0.36,0.7,14.21,11.21,7.18,3.59,37.24,71.88,0.48,0.36,0.76,12.71,7.41,4.53,3.5,33.68,82.6,1.0,117.0,78.8,1.0,218.0,74.0,1.0,79.0,67.7,0.9,117.0,103.28,85.16,4,4
